date_mutation,commune,code_postal,zone_toulon,numero_voie,type_voie,voie,adresse_complete,type_local,nombre_pieces,surface_reelle_bati,valeur_fonciere,prix_m2
08/03/2024,TOULON,83100,Est Toulon,62,RUE,CHARLES LEJEUNE,62 RUE CHARLES LEJEUNE,Appartement,1.0,35.0,1750000.0,50000.0
08/03/2024,TOULON,83100,Est Toulon,134,RUE,CHARLES LEJEUNE,134 RUE CHARLES LEJEUNE,Maison,5.0,145.0,1750000.0,12068.97
08/03/2024,TOULON,83100,Est Toulon,134,RUE,CHARLES LEJEUNE,134 RUE CHARLES LEJEUNE,Maison,5.0,145.0,1750000.0,12068.97
27/03/2024,TOULON,83200,Ouest Toulon,725,AV,DU 15E CORPS,725 AV DU 15E CORPS,Appartement,3.0,65.0,142700.0,2195.38
14/03/2024,TOULON,83000,Centre / Littoral,41,ALL,DU 8 MAI 1945,41 ALL DU 8 MAI 1945,Appartement,3.0,53.0,136000.0,2566.04
07/03/2024,TOULON,83200,Ouest Toulon,869,RUE,EDOUARD HERRIOT,869 RUE EDOUARD HERRIOT,Appartement,3.0,64.0,130000.0,2031.25
07/03/2024,TOULON,83200,Ouest Toulon,869,RUE,EDOUARD HERRIOT,869 RUE EDOUARD HERRIOT,Appartement,4.0,73.0,130000.0,1780.82
07/03/2024,TOULON,83200,Ouest Toulon,869,RUE,EDOUARD HERRIOT,869 RUE EDOUARD HERRIOT,Appartement,3.0,58.0,130000.0,2241.38
26/03/2024,TOULON,83200,Ouest Toulon,92,BD,DE L ISERAN,92 BD DE L ISERAN,Appartement,2.0,28.0,442700.0,15810.71
26/03/2024,TOULON,83200,Ouest Toulon,92,BD,DE L ISERAN,92 BD DE L ISERAN,Appartement,2.0,25.0,442700.0,17708.0
26/03/2024,TOULON,83200,Ouest Toulon,92,BD,DE L ISERAN,92 BD DE L ISERAN,Appartement,3.0,49.0,442700.0,9034.69
26/03/2024,TOULON,83200,Ouest Toulon,92,BD,DE L ISERAN,92 BD DE L ISERAN,Appartement,2.0,32.0,442700.0,13834.38
28/03/2024,TOULON,83000,Centre / Littoral,401,AV,MARCEL CASTIE,401 AV MARCEL CASTIE,Appartement,3.0,66.0,346200.0,5245.45
11/03/2024,TOULON,83100,Est Toulon,6,BD,JOUVE,6 BD JOUVE,Maison,4.0,103.0,370000.0,3592.23
18/03/2024,TOULON,83000,Centre / Littoral,21,RUE,FELIX PYAT,21 RUE FELIX PYAT,Appartement,1.0,20.0,180000.0,9000.0
27/03/2024,TOULON,83200,Ouest Toulon,9001,,LES MONIQUES,9001  LES MONIQUES,Appartement,3.0,57.0,123000.0,2157.89
05/03/2024,TOULON,83200,Ouest Toulon,50,CHE,DE PLAISANCE,50 CHE DE PLAISANCE,Appartement,1.0,28.0,54000.0,1928.57
14/03/2024,TOULON,83000,Centre / Littoral,155,AV,MARECHAL LYAUTEY,155 AV MARECHAL LYAUTEY,Appartement,4.0,66.0,115000.0,1742.42
15/03/2024,TOULON,83000,Centre / Littoral,293,RUE,HENRI POINCARE,293 RUE HENRI POINCARE,Appartement,3.0,63.0,157000.0,2492.06
14/03/2024,TOULON,83100,Est Toulon,14,BD,DU 11 NOVEMBRE 1918,14 BD DU 11 NOVEMBRE 1918,Appartement,4.0,65.0,153000.0,2353.85
14/03/2024,TOULON,83000,Centre / Littoral,9002,,LE MAYOL RUE LEON REBOUL,9002  LE MAYOL RUE LEON REBOUL,Appartement,3.0,54.0,100000.0,1851.85
14/03/2024,TOULON,83100,Est Toulon,125,BD,LEON BOURGEOIS,125 BD LEON BOURGEOIS,Appartement,2.0,32.0,39000.0,1218.75
27/03/2024,TOULON,83000,Centre / Littoral,15,BD,MIRAMAR,15 BD MIRAMAR,Appartement,3.0,81.0,430000.0,5308.64
25/03/2024,TOULON,83000,Centre / Littoral,6,RUE,DOMINIQUE SANTINI,6 RUE DOMINIQUE SANTINI,Appartement,1.0,24.0,78000.0,3250.0
29/03/2024,TOULON,83000,Centre / Littoral,48,CRS,LAFAYETTE,48 CRS LAFAYETTE,Appartement,1.0,18.0,67000.0,3722.22
29/03/2024,TOULON,83000,Centre / Littoral,48,CRS,LAFAYETTE,48 CRS LAFAYETTE,Appartement,1.0,20.0,67000.0,3350.0
27/03/2024,TOULON,83000,Centre / Littoral,9,RUE,LATOUCHE TREVILLE,9 RUE LATOUCHE TREVILLE,Appartement,2.0,42.0,157000.0,3738.1
08/03/2024,TOULON,83000,Centre / Littoral,336,AV,DE LA RESISTANCE,336 AV DE LA RESISTANCE,Maison,4.0,118.0,270000.0,2288.14
25/03/2024,TOULON,83200,Ouest Toulon,922,CHE,DES BONNES HERBES,922 CHE DES BONNES HERBES,Maison,6.0,134.0,400000.0,2985.07
25/03/2024,TOULON,83000,Centre / Littoral,29,PL,ALBERT 1ER,29 PL ALBERT 1ER,Appartement,3.0,66.0,230000.0,3484.85
08/03/2024,TOULON,83200,Ouest Toulon,493,CHE,DE TERRE ROUGE,493 CHE DE TERRE ROUGE,Maison,5.0,114.0,420259.0,3686.48
21/03/2024,TOULON,83200,Ouest Toulon,252,RUE,LACORDAIRE,252 RUE LACORDAIRE,Appartement,2.0,40.0,365000.0,9125.0
21/03/2024,TOULON,83200,Ouest Toulon,252,RUE,LACORDAIRE,252 RUE LACORDAIRE,Appartement,1.0,28.0,365000.0,13035.71
21/03/2024,TOULON,83200,Ouest Toulon,252,RUE,LACORDAIRE,252 RUE LACORDAIRE,Appartement,1.0,28.0,365000.0,13035.71
21/03/2024,TOULON,83200,Ouest Toulon,252,RUE,LACORDAIRE,252 RUE LACORDAIRE,Appartement,2.0,40.0,365000.0,9125.0
21/03/2024,TOULON,83200,Ouest Toulon,252,RUE,LACORDAIRE,252 RUE LACORDAIRE,Appartement,4.0,100.0,365000.0,3650.0
28/03/2024,TOULON,83000,Centre / Littoral,115,AV,FRANKLIN ROOSEVELT,115 AV FRANKLIN ROOSEVELT,Appartement,3.0,72.0,120000.0,1666.67
07/03/2024,TOULON,83100,Est Toulon,17,AV,MARCEAU,17 AV MARCEAU,Maison,4.0,102.0,140000.0,1372.55
21/03/2024,TOULON,83200,Ouest Toulon,82,BD,SAINT JACQUES,82 BD SAINT JACQUES,Maison,2.0,70.0,200000.0,2857.14
27/03/2024,TOULON,83000,Centre / Littoral,54,RUE,ALEZARD,54 RUE ALEZARD,Appartement,1.0,22.0,76000.0,3454.55
27/03/2024,TOULON,83000,Centre / Littoral,42,RUE,DU ROI RENE,42 RUE DU ROI RENE,Appartement,5.0,71.0,108000.0,1521.13
29/03/2024,TOULON,83200,Ouest Toulon,59,RUE,CLAIRE JOIE,59 RUE CLAIRE JOIE,Maison,4.0,68.0,518000.0,7617.65
07/03/2024,TOULON,83200,Ouest Toulon,35,PL,ABBE LEON SPARIAT,35 PL ABBE LEON SPARIAT,Appartement,1.0,35.0,32000.0,914.29
12/03/2024,TOULON,83000,Centre / Littoral,612,AV,DU MARECHAL FOCH,612 AV DU MARECHAL FOCH,Appartement,2.0,57.0,120000.0,2105.26
25/03/2024,TOULON,83100,Est Toulon,326,BD,MARECHAL JOFFRE,326 BD MARECHAL JOFFRE,Appartement,2.0,40.0,83950.0,2098.75
25/03/2024,TOULON,83200,Ouest Toulon,553,BD,DELESCLUZE,553 BD DELESCLUZE,Maison,4.0,86.0,394720.0,4589.77
02/04/2024,TOULON,83000,Centre / Littoral,75,RUE,JEAN JAURES,75 RUE JEAN JAURES,Appartement,3.0,55.0,125000.0,2272.73
21/03/2024,TOULON,83000,Centre / Littoral,67,RUE,LAMARTINE,67 RUE LAMARTINE,Appartement,3.0,57.0,135000.0,2368.42
08/03/2024,TOULON,83000,Centre / Littoral,4,RUE,DE LA GLACIERE,4 RUE DE LA GLACIERE,Appartement,2.0,48.0,160000.0,3333.33
28/03/2024,TOULON,83200,Ouest Toulon,137,BD,DE L ESCAILLON,137 BD DE L ESCAILLON,Appartement,4.0,79.0,250000.0,3164.56
02/04/2024,TOULON,83200,Ouest Toulon,5,BD,DE LA CONVENTION,5 BD DE LA CONVENTION,Appartement,3.0,62.0,232000.0,3741.94
26/03/2024,TOULON,83000,Centre / Littoral,255,BD,BAZEILLES,255 BD BAZEILLES,Appartement,2.0,40.0,92000.0,2300.0
29/03/2024,TOULON,83100,Est Toulon,1267,AV,JOSEPH LOUIS ORTOLAN,1267 AV JOSEPH LOUIS ORTOLAN,Appartement,4.0,137.0,625000.0,4562.04
26/03/2024,TOULON,83200,Ouest Toulon,9003,,PRIMEROSES,9003  PRIMEROSES,Appartement,3.0,58.0,120000.0,2068.97
03/04/2024,TOULON,83200,Ouest Toulon,1266,QUAI,COMMANDANT RIVIERE,1266 QUAI COMMANDANT RIVIERE,Appartement,3.0,67.0,150000.0,2238.81
03/04/2024,TOULON,83200,Ouest Toulon,188,AV,CHARLES MARENCO,188 AV CHARLES MARENCO,Maison,6.0,165.0,258000.0,1563.64
29/03/2024,TOULON,83200,Ouest Toulon,59,AV,DUMONCEAU,59 AV DUMONCEAU,Maison,4.0,80.0,527000.0,6587.5
22/03/2024,TOULON,83000,Centre / Littoral,14,RUE,PEIRESC,14 RUE PEIRESC,Appartement,4.0,92.0,252000.0,2739.13
25/03/2024,TOULON,83000,Centre / Littoral,4,RUE,DRAGON,4 RUE DRAGON,Appartement,3.0,57.0,104000.0,1824.56
05/04/2024,TOULON,83000,Centre / Littoral,9,RUE,DOCTEUR AURRAN,9 RUE DOCTEUR AURRAN,Appartement,5.0,68.0,246460.0,3624.41
03/04/2024,TOULON,83000,Centre / Littoral,10,AV,COLBERT,10 AV COLBERT,Appartement,4.0,86.0,211000.0,2453.49
02/04/2024,TOULON,83000,Centre / Littoral,1,PL,PAVE D AMOUR,1 PL PAVE D AMOUR,Appartement,2.0,33.0,70000.0,2121.21
05/04/2024,TOULON,83000,Centre / Littoral,32,RUE,KLEBER,32 RUE KLEBER,Appartement,3.0,85.0,390000.0,4588.24
04/04/2024,TOULON,83000,Centre / Littoral,54,RUE,GUEIT,54 RUE GUEIT,Appartement,2.0,40.0,272000.0,6800.0
04/04/2024,TOULON,83000,Centre / Littoral,54,RUE,GUEIT,54 RUE GUEIT,Appartement,3.0,72.0,272000.0,3777.78
04/04/2024,TOULON,83000,Centre / Littoral,54,RUE,GUEIT,54 RUE GUEIT,Appartement,4.0,72.0,272000.0,3777.78
04/03/2024,TOULON,83200,Ouest Toulon,5,RUE,JEANNE D ARC,5 RUE JEANNE D ARC,Appartement,3.0,45.0,195000.0,4333.33
05/04/2024,TOULON,83100,Est Toulon,280,RUE,MELPOMENE,280 RUE MELPOMENE,Appartement,3.0,62.0,175800.0,2835.48
25/03/2024,TOULON,83000,Centre / Littoral,80,RUE,JOSEPHINE,80 RUE JOSEPHINE,Appartement,2.0,37.0,80000.0,2162.16
20/03/2024,TOULON,83100,Est Toulon,25,AV,FREDERIC PASSY,25 AV FREDERIC PASSY,Appartement,1.0,25.0,162500.0,6500.0
05/04/2024,TOULON,83000,Centre / Littoral,133,RUE,GENERAL MICHEL AUDEOUD,133 RUE GENERAL MICHEL AUDEOUD,Appartement,3.0,66.0,130000.0,1969.7
22/03/2024,TOULON,83200,Ouest Toulon,276,AV,DE BOURGOGNE,276 AV DE BOURGOGNE,Appartement,4.0,66.0,171500.0,2598.48
27/03/2024,TOULON,83000,Centre / Littoral,26,RUE,GIMELLI,26 RUE GIMELLI,Appartement,3.0,92.0,265000.0,2880.43
29/02/2024,TOULON,83000,Centre / Littoral,6,RUE,F PELLOUTIER,6 RUE F PELLOUTIER,Appartement,1.0,34.0,90000.0,2647.06
11/03/2024,TOULON,83200,Ouest Toulon,69,BD,BARTHELEMY,69 BD BARTHELEMY,Appartement,3.0,61.0,113000.0,1852.46
20/03/2024,TOULON,83000,Centre / Littoral,2,RUE,DE LORGUES,2 RUE DE LORGUES,Appartement,3.0,65.0,190000.0,2923.08
02/04/2024,TOULON,83200,Ouest Toulon,555,AV,ARISTIDE BRIAND,555 AV ARISTIDE BRIAND,Appartement,3.0,63.0,155000.0,2460.32
15/03/2024,TOULON,83200,Ouest Toulon,23,AV,MARECHAL BUGEAUD,23 AV MARECHAL BUGEAUD,Appartement,3.0,51.0,122000.0,2392.16
11/03/2024,TOULON,83200,Ouest Toulon,18,RUE,MICHEL DE BOURGES,18 RUE MICHEL DE BOURGES,Appartement,1.0,17.0,28000.0,1647.06
18/03/2024,TOULON,83000,Centre / Littoral,2,RUE,COURBET,2 RUE COURBET,Appartement,3.0,55.0,113000.0,2054.55
13/03/2024,TOULON,83200,Ouest Toulon,20,BD,DE PARIS,20 BD DE PARIS,Appartement,3.0,52.0,139900.0,2690.38
27/03/2024,TOULON,83000,Centre / Littoral,21,RUE,PEIRESC,21 RUE PEIRESC,Appartement,2.0,45.0,90000.0,2000.0
29/03/2024,TOULON,83000,Centre / Littoral,103,RUE,PIERRE DEVOLUY,103 RUE PIERRE DEVOLUY,Maison,2.0,56.0,350000.0,6250.0
03/04/2024,TOULON,83000,Centre / Littoral,105,ALL,DU DOCTEUR LAURES,105 ALL DU DOCTEUR LAURES,Appartement,2.0,44.0,147650.0,3355.68
13/03/2024,TOULON,83200,Ouest Toulon,139,CHE,DU PELVOUX,139 CHE DU PELVOUX,Maison,3.0,78.0,474876.0,6088.15
11/03/2024,TOULON,83000,Centre / Littoral,4,RUE,ANATOLE FRANCE,4 RUE ANATOLE FRANCE,Appartement,1.0,23.0,85000.0,3695.65
05/04/2024,TOULON,83000,Centre / Littoral,470,BD,BAZEILLES,470 BD BAZEILLES,Appartement,3.0,59.0,218200.0,3698.31
22/03/2024,TOULON,83000,Centre / Littoral,38,RUE,NICOLAS LAUGIER,38 RUE NICOLAS LAUGIER,Appartement,1.0,26.0,55000.0,2115.38
26/03/2024,TOULON,83100,Est Toulon,325,RUE,DE NICE,325 RUE DE NICE,Appartement,3.0,57.0,128000.0,2245.61
28/03/2024,TOULON,83200,Ouest Toulon,16,RUE,MICHEL DE BOURGES,16 RUE MICHEL DE BOURGES,Appartement,1.0,24.0,85000.0,3541.67
28/03/2024,TOULON,83200,Ouest Toulon,16,RUE,MICHEL DE BOURGES,16 RUE MICHEL DE BOURGES,Appartement,1.0,28.0,85000.0,3035.71
14/03/2024,TOULON,83200,Ouest Toulon,223,BD,FISQUET,223 BD FISQUET,Appartement,2.0,48.0,115000.0,2395.83
02/04/2024,TOULON,83200,Ouest Toulon,9001,,LES MONIQUES,9001  LES MONIQUES,Appartement,3.0,57.0,100000.0,1754.39
13/03/2024,TOULON,83100,Est Toulon,71,RUE,DES GENEVRIERS,71 RUE DES GENEVRIERS,Appartement,3.0,66.0,173000.0,2621.21
02/04/2024,TOULON,83000,Centre / Littoral,47,IMP,DES COTEAUX FLEURIS,47 IMP DES COTEAUX FLEURIS,Maison,4.0,56.0,367250.0,6558.04
08/04/2024,TOULON,83200,Ouest Toulon,409,CHE,DU FORT ROUGE,409 CHE DU FORT ROUGE,Appartement,3.0,56.0,174000.0,3107.14
28/03/2024,TOULON,83200,Ouest Toulon,744,RUE,DAVID,744 RUE DAVID,Appartement,3.0,56.0,200000.0,3571.43
08/04/2024,TOULON,83200,Ouest Toulon,8,RUE,MOREAU,8 RUE MOREAU,Appartement,3.0,60.0,35000.0,583.33
13/03/2024,TOULON,83000,Centre / Littoral,442,QUAI,MARCEL PAGNOL,442 QUAI MARCEL PAGNOL,Appartement,5.0,96.0,258000.0,2687.5
20/03/2024,TOULON,83000,Centre / Littoral,7,RUE,PAUL LENDRIN,7 RUE PAUL LENDRIN,Appartement,2.0,63.0,135000.0,2142.86
21/03/2024,TOULON,83200,Ouest Toulon,22,PL,JEAN PORTALIS,22 PL JEAN PORTALIS,Appartement,2.0,27.0,43500.0,1611.11
11/04/2024,TOULON,83000,Centre / Littoral,12,BD,PAULIN BERTRAND,12 BD PAULIN BERTRAND,Appartement,3.0,50.0,150000.0,3000.0
10/04/2024,TOULON,83200,Ouest Toulon,185,RUE,CHANOINE BOUISSON,185 RUE CHANOINE BOUISSON,Maison,3.0,52.0,215000.0,4134.62
03/04/2024,TOULON,83100,Est Toulon,1621,AV,JOSEPH GASQUET,1621 AV JOSEPH GASQUET,Appartement,4.0,72.0,196000.0,2722.22
04/04/2024,TOULON,83000,Centre / Littoral,42,RUE,DES RIAUX,42 RUE DES RIAUX,Appartement,3.0,57.0,109900.0,1928.07
29/03/2024,TOULON,83000,Centre / Littoral,386,QUAI,MARCEL PAGNOL,386 QUAI MARCEL PAGNOL,Appartement,4.0,77.0,225000.0,2922.08
05/04/2024,TOULON,83000,Centre / Littoral,156,RUE,LULLI,156 RUE LULLI,Appartement,5.0,93.0,195000.0,2096.77
03/04/2024,TOULON,83000,Centre / Littoral,9,RUE,D ANTRECHAUS,9 RUE D ANTRECHAUS,Appartement,2.0,39.0,110000.0,2820.51
03/04/2024,TOULON,83000,Centre / Littoral,1,AV,FRANCOIS CUZIN,1 AV FRANCOIS CUZIN,Appartement,4.0,86.0,160000.0,1860.47
29/03/2024,TOULON,83000,Centre / Littoral,275,RUE,PDT ROBERT SCHUMAN,275 RUE PDT ROBERT SCHUMAN,Appartement,5.0,87.0,220000.0,2528.74
29/03/2024,TOULON,83000,Centre / Littoral,8,AV,HENRI MATHIS,8 AV HENRI MATHIS,Appartement,4.0,70.0,167900.0,2398.57
26/03/2024,TOULON,83000,Centre / Littoral,237,,BRASILI,237  BRASILI,Appartement,2.0,42.0,185000.0,4404.76
04/04/2024,TOULON,83000,Centre / Littoral,115,AV,FRANKLIN ROOSEVELT,115 AV FRANKLIN ROOSEVELT,Appartement,4.0,89.0,163000.0,1831.46
09/04/2024,TOULON,83100,Est Toulon,325,RUE,DE NICE,325 RUE DE NICE,Appartement,1.0,24.0,70000.0,2916.67
08/04/2024,TOULON,83200,Ouest Toulon,543,COR,MARIUS ESCARTEFIGUE,543 COR MARIUS ESCARTEFIGUE,Appartement,0.0,20.0,107500.0,5375.0
05/04/2024,TOULON,83000,Centre / Littoral,2,PL,A L HUILE,2 PL A L HUILE,Appartement,2.0,60.0,129590.0,2159.83
09/04/2024,TOULON,83200,Ouest Toulon,388,AV,ANDRE LE CHATELIER,388 AV ANDRE LE CHATELIER,Maison,5.0,141.0,395000.0,2801.42
09/04/2024,TOULON,83200,Ouest Toulon,57,RUE,DE CRIMEE,57 RUE DE CRIMEE,Maison,6.0,145.0,477808.0,3295.23
12/04/2024,TOULON,83100,Est Toulon,454,AV,COLONEL PICOT,454 AV COLONEL PICOT,Maison,5.0,90.0,237700.0,2641.11
21/03/2024,TOULON,83200,Ouest Toulon,24,RUE,ELISEE RECLUS,24 RUE ELISEE RECLUS,Appartement,1.0,35.0,345000.0,9857.14
21/03/2024,TOULON,83200,Ouest Toulon,24,RUE,ELISEE RECLUS,24 RUE ELISEE RECLUS,Appartement,1.0,30.0,345000.0,11500.0
21/03/2024,TOULON,83200,Ouest Toulon,24,RUE,ELISEE RECLUS,24 RUE ELISEE RECLUS,Appartement,1.0,35.0,345000.0,9857.14
21/03/2024,TOULON,83200,Ouest Toulon,24,RUE,ELISEE RECLUS,24 RUE ELISEE RECLUS,Appartement,1.0,30.0,345000.0,11500.0
21/03/2024,TOULON,83200,Ouest Toulon,24,RUE,ELISEE RECLUS,24 RUE ELISEE RECLUS,Appartement,2.0,40.0,345000.0,8625.0
29/03/2024,TOULON,83200,Ouest Toulon,5,RUE,SAINTE MARTHE,5 RUE SAINTE MARTHE,Appartement,2.0,50.0,118850.0,2377.0
18/03/2024,TOULON,83000,Centre / Littoral,105,ALL,DU DOCTEUR LAURES,105 ALL DU DOCTEUR LAURES,Appartement,2.0,44.0,135000.0,3068.18
27/03/2024,TOULON,83200,Ouest Toulon,41,AV,ERNEST ROLLER,41 AV ERNEST ROLLER,Maison,5.0,165.0,540000.0,3272.73
27/03/2024,TOULON,83200,Ouest Toulon,41,AV,ERNEST ROLLER,41 AV ERNEST ROLLER,Maison,5.0,165.0,540000.0,3272.73
19/03/2024,TOULON,83100,Est Toulon,9,RUE,LIEUTENANT THIERRY,9 RUE LIEUTENANT THIERRY,Appartement,4.0,66.0,142000.0,2151.52
18/03/2024,TOULON,83000,Centre / Littoral,3,RUE,PIERRE SEMARD,3 RUE PIERRE SEMARD,Appartement,2.0,28.0,73000.0,2607.14
04/04/2024,TOULON,83100,Est Toulon,730,AV,MARCEAU,730 AV MARCEAU,Appartement,2.0,38.0,151000.0,3973.68
03/04/2024,TOULON,83100,Est Toulon,103,RUE,DE SUEZ,103 RUE DE SUEZ,Appartement,3.0,57.0,99900.0,1752.63
02/04/2024,TOULON,83200,Ouest Toulon,105,RUE,SIDI BRAHIM,105 RUE SIDI BRAHIM,Appartement,4.0,66.0,252825.0,3830.68
29/03/2024,TOULON,83000,Centre / Littoral,15,AV,VAUBAN,15 AV VAUBAN,Appartement,4.0,98.0,232500.0,2372.45
19/03/2024,TOULON,83000,Centre / Littoral,115,RUE,JEAN JAURES,115 RUE JEAN JAURES,Appartement,2.0,55.0,62500.0,1136.36
28/03/2024,TOULON,83200,Ouest Toulon,145,IMP,DU LIBAN,145 IMP DU LIBAN,Appartement,2.0,28.0,60000.0,2142.86
29/03/2024,TOULON,83100,Est Toulon,1032,AV,COLONEL PICOT,1032 AV COLONEL PICOT,Appartement,3.0,59.0,147750.0,2504.24
10/04/2024,TOULON,83000,Centre / Littoral,120,AV,AMIRAL COLLET,120 AV AMIRAL COLLET,Appartement,1.0,28.0,63500.0,2267.86
04/04/2024,TOULON,83200,Ouest Toulon,67,AV,DOCTEUR FONTAN,67 AV DOCTEUR FONTAN,Appartement,2.0,32.0,82000.0,2562.5
08/04/2024,TOULON,83000,Centre / Littoral,8,RUE,VICTOR COCHET,8 RUE VICTOR COCHET,Appartement,2.0,28.0,85000.0,3035.71
10/04/2024,TOULON,83000,Centre / Littoral,4,RUE,LAMALGUE,4 RUE LAMALGUE,Appartement,3.0,43.0,168000.0,3906.98
29/03/2024,TOULON,83000,Centre / Littoral,1,RUE,SYLVAIN,1 RUE SYLVAIN,Appartement,2.0,50.0,80000.0,1600.0
12/04/2024,TOULON,83200,Ouest Toulon,1,RUE,MAGENTA,1 RUE MAGENTA,Appartement,3.0,66.0,173000.0,2621.21
08/04/2024,TOULON,83000,Centre / Littoral,241,CHE,DE LA CALADE,241 CHE DE LA CALADE,Appartement,4.0,65.0,185000.0,2846.15
05/04/2024,TOULON,83200,Ouest Toulon,239,AV,ARISTIDE BRIAND,239 AV ARISTIDE BRIAND,Appartement,3.0,72.0,125000.0,1736.11
08/04/2024,TOULON,83200,Ouest Toulon,470,CHE,DU TEMPLE,470 CHE DU TEMPLE,Appartement,3.0,60.0,130000.0,2166.67
22/03/2024,TOULON,83000,Centre / Littoral,3,BD,PIERRE TOESCA,3 BD PIERRE TOESCA,Appartement,2.0,50.0,144700.0,2894.0
02/04/2024,TOULON,83000,Centre / Littoral,330,RUE,JEAN PHILIPPE RAMEAU,330 RUE JEAN PHILIPPE RAMEAU,Appartement,5.0,92.0,306900.0,3335.87
09/04/2024,TOULON,83000,Centre / Littoral,9001,RUE,HELENE BOUCHER,9001 RUE HELENE BOUCHER,Appartement,4.0,63.0,100000.0,1587.3
04/04/2024,TOULON,83000,Centre / Littoral,1050,AV,DE LA RESISTANCE,1050 AV DE LA RESISTANCE,Appartement,2.0,59.0,186000.0,3152.54
08/04/2024,TOULON,83000,Centre / Littoral,20,RUE,CHARLES PONCY,20 RUE CHARLES PONCY,Appartement,2.0,32.0,400000.0,12500.0
08/04/2024,TOULON,83000,Centre / Littoral,20,RUE,CHARLES PONCY,20 RUE CHARLES PONCY,Appartement,1.0,12.0,400000.0,33333.33
08/04/2024,TOULON,83000,Centre / Littoral,20,RUE,CHARLES PONCY,20 RUE CHARLES PONCY,Appartement,2.0,32.0,400000.0,12500.0
08/04/2024,TOULON,83000,Centre / Littoral,20,RUE,CHARLES PONCY,20 RUE CHARLES PONCY,Appartement,2.0,32.0,400000.0,12500.0
08/04/2024,TOULON,83000,Centre / Littoral,20,RUE,CHARLES PONCY,20 RUE CHARLES PONCY,Appartement,2.0,32.0,400000.0,12500.0
08/04/2024,TOULON,83000,Centre / Littoral,20,RUE,CHARLES PONCY,20 RUE CHARLES PONCY,Appartement,2.0,32.0,400000.0,12500.0
08/04/2024,TOULON,83000,Centre / Littoral,20,RUE,CHARLES PONCY,20 RUE CHARLES PONCY,Appartement,2.0,32.0,400000.0,12500.0
08/04/2024,TOULON,83000,Centre / Littoral,20,RUE,CHARLES PONCY,20 RUE CHARLES PONCY,Appartement,2.0,32.0,400000.0,12500.0
08/04/2024,TOULON,83000,Centre / Littoral,20,RUE,CHARLES PONCY,20 RUE CHARLES PONCY,Appartement,2.0,32.0,400000.0,12500.0
21/03/2024,TOULON,83100,Est Toulon,21,BD,ABBE DUPLOYE,21 BD ABBE DUPLOYE,Appartement,2.0,30.0,85000.0,2833.33
27/03/2024,TOULON,83200,Ouest Toulon,9050,CD,46,9050 CD 46,Maison,4.0,99.0,315000.0,3181.82
15/04/2024,TOULON,83000,Centre / Littoral,129,AV,COLONEL FABIEN,129 AV COLONEL FABIEN,Appartement,3.0,67.0,202000.0,3014.93
29/03/2024,TOULON,83000,Centre / Littoral,102,BD,CLAMOUR,102 BD CLAMOUR,Maison,3.0,43.0,252000.0,5860.47
26/03/2024,TOULON,83000,Centre / Littoral,37,RUE,GABRIEL,37 RUE GABRIEL,Maison,4.0,50.0,340000.0,6800.0
26/03/2024,TOULON,83200,Ouest Toulon,2,RUE,DANIELLE CASANOVA,2 RUE DANIELLE CASANOVA,Appartement,3.0,54.0,88000.0,1629.63
22/03/2024,TOULON,83200,Ouest Toulon,440,RUE,DANIELLE CASANOVA,440 RUE DANIELLE CASANOVA,Appartement,4.0,74.0,182000.0,2459.46
22/03/2024,TOULON,83000,Centre / Littoral,9002,,LES CHARDONS,9002  LES CHARDONS,Appartement,2.0,34.0,136000.0,4000.0
02/04/2024,TOULON,83200,Ouest Toulon,2156,CHE,DE L HUBAC,2156 CHE DE L HUBAC,Maison,3.0,100.0,475510.0,4755.1
02/04/2024,TOULON,83200,Ouest Toulon,2156,CHE,DE L HUBAC,2156 CHE DE L HUBAC,Maison,3.0,100.0,475510.0,4755.1
29/03/2024,TOULON,83000,Centre / Littoral,167,BD,TRUCY,167 BD TRUCY,Appartement,4.0,120.0,310000.0,2583.33
08/04/2024,TOULON,83000,Centre / Littoral,129,CHE,DES BERGERS,129 CHE DES BERGERS,Maison,8.0,185.0,2000000.0,10810.81
08/04/2024,TOULON,83000,Centre / Littoral,129,CHE,DES BERGERS,129 CHE DES BERGERS,Maison,8.0,185.0,2000000.0,10810.81
11/04/2024,TOULON,83000,Centre / Littoral,52,CRS,LAFAYETTE,52 CRS LAFAYETTE,Appartement,2.0,45.0,151100.0,3357.78
05/04/2024,TOULON,83200,Ouest Toulon,73,BD,LOUIS PICON,73 BD LOUIS PICON,Appartement,2.0,45.0,85000.0,1888.89
20/03/2024,TOULON,83100,Est Toulon,1621,AV,JOSEPH GASQUET,1621 AV JOSEPH GASQUET,Appartement,3.0,56.0,135000.0,2410.71
08/04/2024,TOULON,83000,Centre / Littoral,76,RUE,VICTOR GELU PROLONGEE,76 RUE VICTOR GELU PROLONGEE,Appartement,2.0,48.0,160000.0,3333.33
21/03/2024,TOULON,83200,Ouest Toulon,737,CHE,DE FORGENTIER,737 CHE DE FORGENTIER,Appartement,1.0,23.0,85000.0,3695.65
20/03/2024,TOULON,83200,Ouest Toulon,3838,COR,MARIUS ESCARTEFIGUE,3838 COR MARIUS ESCARTEFIGUE,Maison,2.0,45.0,233000.0,5177.78
25/03/2024,TOULON,83000,Centre / Littoral,11,RUE,NICOLAS LAUGIER,11 RUE NICOLAS LAUGIER,Appartement,1.0,39.0,82000.0,2102.56
